State.Province,merged_clade,collection_date
Iowa,H1.delta1a-N2.2002A,2016
Oregon,H3.2010.1-N2.2002A,2016
South Dakota,H1.delta1b-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
Arkansas,H1.delta1a-N2.2002B,2016
Indiana,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
Indiana,H1.alpha-N2.2002B,2016
Oklahoma,H3.cluster_iva-N2.2002B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1b-N2.2002A,2016
Illinois,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1a-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Indiana,H3.2010.1-N2.2002A,2016
Kansas,H1.delta1b-N2.2002A,2016
Nebraska,H1.delta1a-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Minnesota,H1.delta2-N2.1998B,2016
Iowa,H1.delta2-N2.1998B,2016
Ohio,H3.cluster_ivb-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
South Dakota,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Oklahoma,H3.cluster_iva-N2.2002B,2016
Illinois,H3.cluster_iva-N2.2002B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Michigan,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Minnesota,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Oklahoma,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Indiana,H1.delta1a-N2.2002B,2016
Indiana,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Nebraska,H1.delta1a-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
California,H1.delta1b-N2.2002A,2016
Indiana,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1b-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Illinois,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Indiana,H1.delta2-N2.1998B,2016
North Carolina,H1.alpha-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H1.alpha-N2.2002B,2016
Nebraska,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
Kansas,H1.alpha-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Missouri,H1.delta1a-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Minnesota,H3.cluster_ivb-N2.2002B,2016
Nebraska,H3.cluster_iva-N2.2002B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
South Dakota,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Nebraska,H1.delta1a-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Nebraska,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Kansas,H1.delta1b-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.gamma-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iv-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Illinois,H3.2010.1-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
Missouri,H1.delta1a-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H1.delta2-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1b-N2.2002A,2016
Nebraska,H1.delta1a-N2.2002B,2016
North Dakota,H3.cluster_iva-N2.2002A,2016
Ohio,H1.delta1a-N2.2002B,2016
South Carolina,H1.delta2-N2.1998B,2016
Iowa,H3.cluster_ivb-N2.2002B,2016
Kansas,H1.alpha-N2.2002B,2016
Minnesota,H1.delta1a-N2.2002A,2016
North Carolina,H1.delta2-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Kansas,H1.delta1b-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002B,2016
Missouri,H3.2010.1-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H3.2010.1-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Ohio,H3.2010.1-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.cluster_iv-N2.2002A,2016
Illinois,H3.2010.1-N2.2002A,2016
Iowa,H3.2010.1-N2.2002A,2016
Illinois,H1.delta1a-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H1.alpha-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
Ohio,H3.2010.1-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
South Dakota,H3.2010.1-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
Ohio,H1.delta1a-N2.2002B,2016
Illinois,H3.2010.1-N2.2002A,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Missouri,H3.2010.1-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
Indiana,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H1.alpha-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002A,2016
Minnesota,H1.delta2-N2.1998B,2016
North Carolina,H1.alpha-N2.2002B,2016
Iowa,H3.2010.1-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Unknown,H1.delta1b-N2.2002A,2016
Colorado,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
Indiana,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H1.delta2-N2.1998B,2016
Minnesota,H3.cluster_ivb-N2.2002B,2016
Illinois,H3.2010.1-N2.2002A,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Nebraska,H3.cluster_iva-N2.2002B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
North Carolina,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Illinois,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002B,2016
Missouri,H3.2010.1-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Minnesota,H3.2010.1-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
North Carolina,H1.alpha-N2.2002B,2016
Oklahoma,H1.delta1a-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Illinois,H3.2010.1-N2.2002A,2016
Iowa,H1.gamma-N2.2002B,2016
Michigan,H3.cluster_ivb-N2.2002B,2016
North Carolina,H3.cluster_iva-N2.2002B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002B,2016
North Carolina,H3.cluster_ivb-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Michigan,H3.cluster_iva-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H3.2010.1-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H3.2010.1-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Michigan,H1.delta1a-N2.2002B,2016
Iowa,H1.delta1a-N2.2002B,2016
Pennsylvania,H1.delta2-N2.1998B,2016
Illinois,H1.delta1a-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H1.delta1a-N2.2002A,2016
Missouri,H1.delta1a-N2.2002B,2016
Iowa,H1.delta2-N2.1998B,2016
Missouri,H3.2010.1-N2.2002A,2016
Nebraska,H1.delta1b-N2.2002A,2016
North Carolina,H1.delta2-N2.1998B,2016
Iowa,H1.delta1a-N2.2002A,2016
Michigan,H3.cluster_ivb-N2.2002B,2016
Illinois,H1.delta1a-N2.2002B,2016
Arkansas,H3.cluster_iva-N2.2002B,2016
Minnesota,H3.2010.1-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2016
California,H1.alpha-N2.2002B,2016
Iowa,H1.alpha-N2.2002B,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Iowa,H3.2010.1-N2.2002A,2016
Iowa,H1.delta1b-N2.2002A,2016
Iowa,H1.alpha-N2.2002B,2016
Minnesota,H1.delta2-N2.1998B,2016
South Carolina,H1.delta2-N2.2002A,2016
Iowa,H3.cluster_iva-N2.2002B,2016
Nebraska,H1.beta-N2.2002A,2016
Missouri,H3.2010.1-N2.2002A,2016
North Carolina,H1.alpha-N2.2002B,2017
Illinois,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Nebraska,H1.delta1a-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.delta1b-N2.2002A,2017
Missouri,H3.cluster_ivb-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Nebraska,H1.delta1b-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Indiana,H3.cluster_ivb-N2.2002B,2017
Missouri,H1.delta1a-N2.2002A,2017
North Carolina,H1.gamma-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Oklahoma,H3.2010.1-N2.2002A,2017
Iowa,H1.delta2-N2.1998B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H3.cluster_ivc-N2.2002B,2017
Indiana,H3.cluster_iva-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Michigan,H3.cluster_ivb-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Indiana,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Illinois,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Nebraska,H3.cluster_iva-N2.2002B,2017
South Dakota,H1.delta1b-N2.2002A,2017
Illinois,H1.delta1b-N2.2002A,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
South Carolina,H1.delta2-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
Oklahoma,H3.2010.1-N2.2002A,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Missouri,H3.2010.1-N2.2002A,2017
Nebraska,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Oklahoma,H3.2010.1-N2.2002A,2017
Missouri,H3.2010.1-N2.2002B,2017
Illinois,H3.2010.1-N2.2002A,2017
Illinois,H3.2010.1-N2.2002A,2017
Illinois,H3.2010.1-N2.2002A,2017
Illinois,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Missouri,H3.2010.1-N2.2002A,2017
Indiana,H1.delta1a-N2.2002B,2017
Indiana,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
South Dakota,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
South Dakota,H3.2010.1-N2.2002A,2017
Minnesota,H1.alpha-N2.2002B,2017
Unknown,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1b-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
Illinois,H1.delta1a-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Wisconsin,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Nebraska,H1.gamma-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta1a-N2.2002B,2017
Indiana,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H1.alpha-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Iowa,H1.delta2-N2.1998B,2017
Nebraska,H1.beta-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta2-N2.1998B,2017
Missouri,H1.delta1a-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
South Dakota,H3.cluster_iva-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_iv-N2.2002A,2017
Missouri,H3.2010.1-N2.2002A,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Indiana,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002A,2017
Illinois,H1.delta1a-N2.2002B,2017
Illinois,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Kansas,H1.alpha-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Nebraska,H1.delta1a-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
South Carolina,H1.delta2-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Indiana,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Indiana,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1b-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta2-N2.1998B,2017
Michigan,H1.delta1a-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.alpha-N2.2002B,2017
Indiana,H3.cluster_iva-N2.2002B,2017
Indiana,H3.2010.2-human_seasonal,2017
Missouri,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
North Carolina,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002A,2017
Illinois,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Minnesota,H3.cluster_ivc-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Illinois,H3.2010.1-N2.2002B,2017
Illinois,H3.2010.1-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Indiana,H3.2010.1-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Nebraska,H1.delta1a-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H1.delta1a-N2.2002B,2017
Ohio,H1.alpha-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002B,2017
Pennsylvania,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Kansas,H3.cluster_iva-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Iowa,H3.2010.1-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
North Carolina,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Nebraska,H1.delta1b-N2.2002A,2017
Iowa,H3.2010.1-N2.2002A,2017
Indiana,H1.alpha-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Missouri,H1.delta1a-N2.2002A,2017
North Carolina,H3.2010.1-N2.2002B,2017
Illinois,H1.delta1b-N2.1998A,2017
Iowa,H3.2010.1-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
Michigan,H3.cluster_ivb-N2.2002B,2017
Indiana,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Michigan,H1.gamma-N2.2002A,2017
Minnesota,H3.2010.1-N2.2002A,2017
Oklahoma,H3.2010.2-human_seasonal,2017
Minnesota,H3.2010.1-N2.2002B,2017
Ohio,H3.cluster_iva-N2.2002B,2017
Nebraska,H1.delta1b-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002B,2017
Oklahoma,H3.2010.2-human_seasonal,2017
Iowa,H1.gamma-N2.2002A,2017
Indiana,H1.delta1a-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Missouri,H3.cluster_iva-N2.2002B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
Unknown,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1b-N2.2002A,2017
Pennsylvania,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Ohio,H3.2010.1-N2.2002A,2017
South Dakota,H1.delta2-N2.1998B,2017
Iowa,H1.delta2-N2.1998B,2017
Iowa,H1.delta1a-N2.2002A,2017
Nebraska,H3.cluster_iva-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Minnesota,H3.2010.1-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
Nebraska,H3.cluster_iva-N2.2002A,2017
North Carolina,H1.delta2-N2.1998B,2017
Pennsylvania,H1.delta2-N2.1998B,2017
Nebraska,H1.gamma-N2.2002A,2017
Illinois,H1.delta1a-N2.2002B,2017
Iowa,H3.cluster_iva-N2.2002B,2017
Unknown,H1.delta2-N2.1998B,2017
North Carolina,H1.delta2-N2.1998B,2017
Nebraska,H1.delta1b-N2.2002A,2017
Nebraska,H1.alpha-N2.2002B,2017
North Carolina,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Nebraska,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Wisconsin,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Oklahoma,H1.delta1a-N2.2002A,2017
North Carolina,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Iowa,H1.alpha-N2.2002B,2017
North Carolina,H1.alpha-N2.2002B,2017
Unknown,H1.delta1a-N2.2002B,2017
Illinois,H3.2010.1-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Missouri,H1.delta1a-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Kansas,H3.cluster_ivb-N2.2002B,2017
North Carolina,H3.cluster_ivb-N2.2002B,2017
Iowa,H1.delta1a-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Missouri,H1.delta1b-N2.2002B,2017
Indiana,H1.delta2-N2.1998B,2017
Iowa,H3.2010.1-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Ohio,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002B,2017
Iowa,H3.2010.1-N2.2002A,2017
Iowa,H3.2010.1-N2.2002A,2017
